"","location","date","co_8hr","no2_one_hour_max","o3_eight_hour_max","pm10_24","pm25_24","psi_24","psi_three_hourly","so2_24"
"1409","south","2017-11-30",0.650434782608696,10.2173913043478,9.26086956521739,18.6521739130435,7,29.5652173913043,NA,4
"1410","south","2017-12-01",0.69304347826087,14.1739130434783,14.4782608695652,22.6521739130435,9.34782608695652,38.7391304347826,NA,4.08695652173913
"1411","south","2017-12-02",0.64695652173913,19.3913043478261,11.5217391304348,24.3478260869565,9.26086956521739,38.6086956521739,NA,5.43478260869565
"1412","south","2017-12-03",0.621739130434783,14.7391304347826,11.8260869565217,27.4782608695652,11.5652173913043,48.3913043478261,NA,4.52173913043478
"1413","south","2017-12-04",0.655652173913043,53.2608695652174,20.6086956521739,29,14.2173913043478,53.1739130434783,NA,6.30434782608696
"1414","south","2017-12-05",0.575217391304348,47.6086956521739,21.3913043478261,36.8260869565217,21.4347826086957,61.6521739130435,NA,12.3478260869565
"1415","south","2017-12-06",0.525652173913044,51.1304347826087,34.7826086956522,29.7391304347826,15.9130434782609,55.1304347826087,NA,23.695652173913
"1416","south","2017-12-07",0.511304347826087,44.9565217391304,19.2608695652174,26.4782608695652,12.3913043478261,47.9130434782609,NA,13.8695652173913
"1417","south","2017-12-08",0.498695652173913,23.304347826087,26.3913043478261,19.3478260869565,7.30434782608696,31.0434782608696,NA,5.17391304347826
"1418","south","2017-12-09",0.579130434782609,39.1739130434783,26.2608695652174,18.2173913043478,8.04347826086956,33,NA,3
"1419","south","2017-12-10",0.62695652173913,30.4782608695652,50.4347826086956,40.5217391304348,19.1304347826087,59.0434782608696,NA,3.95652173913043
"1420","south","2017-12-11",0.623913043478261,39,39.6521739130435,33.4347826086956,15.7826086956522,55.304347826087,NA,3.73913043478261
"1421","south","2017-12-12",0.679565217391304,46,31.6521739130435,28.9565217391304,14.9565217391304,54.2608695652174,NA,3.91304347826087
"1422","south","2017-12-13",0.717826086956522,44.2173913043478,30.5652173913043,27.9130434782609,14.0434782608696,53.0869565217391,NA,4.47826086956522
"1423","south","2017-12-14",0.56695652173913,51.3913043478261,41.7391304347826,28.9130434782609,15.4347826086957,54.6521739130435,NA,9.47826086956522
"1424","south","2017-12-15",0.55,40.695652173913,32.5217391304348,27.3913043478261,17.6521739130435,57.3913043478261,NA,8.73913043478261
"1425","south","2017-12-16",0.59695652173913,36.3913043478261,29.6521739130435,26.6086956521739,15.2608695652174,54.695652173913,NA,4.8695652173913
"1426","south","2017-12-17",0.507826086956522,16,48.7391304347826,27.1739130434783,11.3913043478261,47.304347826087,NA,3.34782608695652
"1427","south","2017-12-18",0.58,20.9565217391304,65.1739130434783,32.3913043478261,13.1304347826087,51.3913043478261,NA,3.43478260869565
"1428","south","2017-12-19",0.682608695652174,34.2173913043478,55.9565217391304,27.7826086956522,12.7391304347826,51.304347826087,NA,3.8695652173913
"1429","south","2017-12-20",0.720869565217391,24.304347826087,60.7391304347826,28.1304347826087,14.2173913043478,53.3478260869565,NA,3.26086956521739
"1430","south","2017-12-21",0.606521739130435,21,71.2608695652174,31.7826086956522,17,56.3913043478261,NA,3
"1431","south","2017-12-22",0.584347826086957,36.9565217391304,47.304347826087,28.5652173913043,14.4347826086957,53.304347826087,NA,4.43478260869565
"1432","south","2017-12-23",0.572631578947368,23.7894736842105,47.2631578947368,21.6842105263158,9.26315789473684,38.4736842105263,NA,6.89473684210526
"1433","south","2017-12-24",0.490869565217391,18.7826086956522,29.6086956521739,16.5652173913043,7.43478260869565,31.2173913043478,NA,4.8695652173913
"1434","south","2017-12-25",0.508695652173913,32.3913043478261,29.9565217391304,22.8260869565217,9.56521739130435,39.8695652173913,NA,5.82608695652174
"1435","south","2017-12-26",0.540869565217391,28.9130434782609,27.8260869565217,20.6086956521739,8.56521739130435,35.9565217391304,NA,7.95652173913043
"1436","south","2017-12-27",0.583913043478261,46.7826086956522,29.1739130434783,22.4347826086957,11.0869565217391,45.9565217391304,NA,9.60869565217391
"1437","south","2017-12-28",0.530869565217391,29.9565217391304,32.3478260869565,19.5652173913043,9.1304347826087,38.5652173913044,NA,6.52173913043478
"1438","south","2017-12-29",0.466521739130435,21.695652173913,27.4782608695652,21.5217391304348,10.5217391304348,44.1304347826087,NA,4.60869565217391
"1439","south","2017-12-30",0.48304347826087,22.8260869565217,20.9565217391304,28.9565217391304,10.0434782608696,42.2173913043478,NA,4
"1440","south","2017-12-31",0.525625,29.8125,16.0625,35.375,8.75,37.625,NA,3.3125
"1441","west","2017-01-01",0.335,7.72727272727273,24.9545454545455,17.2727272727273,7.90909090909091,32.9545454545455,25.0454545454545,2.54545454545455
"1442","west","2017-01-02",0.347142857142857,14.952380952381,15.4761904761905,17.1904761904762,6.66666666666667,28,28.952380952381,3
"1443","west","2017-01-03",0.327727272727273,9.59090909090909,25.1818181818182,14.9090909090909,6.54545454545455,27.2272727272727,25.1363636363636,2.72727272727273
"1444","west","2017-01-04",0.324210526315789,11.0526315789474,31.9473684210526,12.7894736842105,5.63157894736842,24.6842105263158,25.4736842105263,2.26315789473684
"1445","west","2017-01-05",0.301052631578947,13.4736842105263,18.5263157894737,15.4210526315789,6.36842105263158,26.7894736842105,29.8947368421053,2.94736842105263
"1446","west","2017-01-06",0.34952380952381,32.0476190476191,31.3809523809524,24.5238095238095,11.0952380952381,44.9047619047619,49.9047619047619,9.14285714285714
"1447","west","2017-01-07",0.328095238095238,22.4761904761905,27.6666666666667,24.952380952381,11.6666666666667,47.7619047619048,42.7142857142857,14
"1448","west","2017-01-08",0.390454545454545,17.2272727272727,33.5909090909091,25.7272727272727,12.7272727272727,50.8181818181818,40.2727272727273,19.3181818181818
"1449","west","2017-01-09",0.263,16.45,42.8,23.55,10.85,44.95,45.6,9.95
"1450","west","2017-01-10",0.271052631578947,17.6842105263158,41.5263157894737,27,12.8421052631579,51.7894736842105,50.6315789473684,7
"1451","west","2017-01-11",0.26,17.5,39.4444444444444,26.8888888888889,13.3333333333333,52.3333333333333,49.7222222222222,4.11111111111111
"1452","west","2017-01-12",0.613888888888889,16.6111111111111,47.4444444444444,27.2222222222222,13.1111111111111,51.3333333333333,54.6666666666667,4.16666666666667
"1453","west","2017-01-13",0.870869565217391,16.0434782608696,41.3478260869565,30.5217391304348,15.0869565217391,54.6086956521739,50.695652173913,4.78260869565217
"1454","west","2017-01-14",0.813478260869565,17.9130434782609,49.6521739130435,26.6086956521739,12.8260869565217,51.2173913043478,50.3913043478261,5.95652173913043
"1455","west","2017-01-15",0.810869565217391,8.52173913043478,51.2173913043478,27.4782608695652,15,53.8695652173913,42.304347826087,6.73913043478261
